RSN,PGA (g),Maximum Base Shear (kN),Maximum Overturning Moment (kN�m),ISD Floor 1 (%),ISD Floor 2 (%),ISD Floor 3 (%),ISD Floor 4 (%),ISD Floor 5 (%),ISD Floor 6 (%),ISD Floor 7 (%),ISD Floor 8 (%),Maximum ISD (%),Maximum Global Drift (%),PFA Node 1001 (g),PFA Node 1005 (g),PFA Node 1009 (g),PFA Node 9003 (g),Maximum LRB Displacement (Node 1001) (mm),Maximum Top Displacement (Node 1009) (mm)
990,0.95,336.3708,990.9459,1.664591,1.513427,1.316742,1.221668,1.210355,1.168315,1.076825,0.874094,1.664591,1.431138,0.58793,0.459544,0.2567,0.183531,66.9924,410.0668
990,1.1,372.403,1190.4517,2.572797,2.583032,2.259514,1.976088,1.763462,1.619994,1.484309,1.245174,2.583032,2.135832,0.656897,0.519014,0.271909,0.212705,74.0025,611.9841
1052,0.1,89.3181,197.1356,0.175303,0.123426,0.120478,0.129049,0.136405,0.139808,0.136431,0.115844,0.175303,0.18161,0.078978,0.071221,0.059493,0.035859,17.7089,52.0372
1052,0.25,182.4629,458.8954,0.448516,0.350145,0.332606,0.328643,0.323253,0.313386,0.296922,0.24244,0.448516,0.451792,0.192578,0.162103,0.115767,0.088929,36.1367,129.4529
1052,0.35,241.7513,640.5034,0.69243,0.54659,0.511012,0.502963,0.493905,0.476463,0.444083,0.359372,0.69243,0.657446,0.262891,0.222916,0.145917,0.124766,48.0205,188.3794
1052,0.45,291.4358,800.7726,0.972389,0.791169,0.733597,0.710166,0.689111,0.661277,0.616859,0.504413,0.972389,0.88122,0.323458,0.290961,0.17477,0.161958,57.9807,252.4977
1052,0.55,360.0208,1238.1518,2.754611,2.69506,2.177357,1.747749,1.490748,1.347847,1.232139,1.061844,2.754611,2.017825,0.39164,0.359911,0.213473,0.203473,71.9106,578.1715
1052,0.5,321.9464,996.1107,1.696879,1.508745,1.253385,1.103341,1.022237,0.959314,0.891858,0.755444,1.696879,1.36135,0.353215,0.325981,0.187918,0.190931,64.1855,390.0703
1052,0.47,299.6524,830.6501,1.021637,0.847076,0.781204,0.754653,0.731865,0.700684,0.652748,0.535083,1.021637,0.928971,0.332502,0.305209,0.180185,0.169255,59.6219,266.1798
1052,0.57,360.3465,1231.1455,2.667741,2.630314,2.12995,1.693792,1.441417,1.302405,1.19366,1.027887,2.667741,1.967886,0.407134,0.377802,0.214743,0.205937,71.9761,563.8624
1052,0.56,359.5136,1237.8245,2.71208,2.669129,2.153716,1.709219,1.455772,1.317793,1.205552,1.03813,2.71208,1.988291,0.399516,0.368877,0.214306,0.202262,71.8194,569.7091
4455,0.1,79.3192,174.1313,0.15371,0.10682,0.103061,0.106405,0.108899,0.108857,0.105054,0.089476,0.15371,0.155313,0.094023,0.086076,0.050567,0.01404,15.7154,44.5021
4455,0.2,139.2326,329.5999,0.309594,0.242083,0.235814,0.23937,0.239973,0.234122,0.219013,0.180522,0.309594,0.325104,0.181966,0.16233,0.091932,0.024227,27.6388,93.1526
4455,0.3,181.6792,442.828,0.42441,0.34232,0.337105,0.342037,0.341438,0.331296,0.307076,0.248108,0.42441,0.447785,0.270613,0.242344,0.124887,0.036235,36.0733,128.3047
4455,0.4,221.5829,562.3893,0.561419,0.430153,0.403006,0.409017,0.411494,0.401633,0.373221,0.299935,0.561419,0.522086,0.380131,0.329651,0.151873,0.049934,44.1317,149.5944
4455,0.75,323.1263,895.6718,1.144247,0.977168,0.890593,0.858047,0.832253,0.79853,0.744992,0.610624,1.144247,1.034987,0.720335,0.594996,0.244618,0.088842,64.2581,296.5569
4455,0.9,361.9837,990.8266,1.16823,0.999489,0.944985,0.934603,0.925477,0.901704,0.848641,0.688471,1.16823,1.09837,0.869732,0.701851,0.284936,0.105069,72.0114,314.718
4455,1.2,400.2511,1128.7857,1.501716,1.314535,1.120107,1.047906,1.071968,1.094752,1.074039,0.8331,1.501716,1.302433,1.053967,0.900116,0.343122,0.151231,79.664,373.1886
