PGA (g),With LRB PoE(IO),Without LRB PoE(IO),With LRB PoE(LS),Without LRB PoE(LS),With LRB PoE(CP),Without LRB PoE(CP)
1.061061061,0.9904719266,0.9999944485,0.6693251564,0.5265298675,0.507800777,0.3869304273
1.063063063,0.9905650569,0.9999946392,0.6704050344,0.5278259973,0.5088611114,0.3880890298
1.065065065,0.9906572172,0.9999948234,0.6714814656,0.5291193948,0.5099193883,0.3892464465
1.067067067,0.990748418,0.9999950012,0.6725544581,0.5304100571,0.5109756082,0.3904026704
1.069069069,0.99083867,0.9999951728,0.6736240198,0.5316979816,0.5120297716,0.3915576944
1.071071071,0.9909279837,0.9999953385,0.6746901587,0.5329831657,0.513081879,0.3927115117
1.073073073,0.9910163693,0.9999954984,0.6757528828,0.5342656071,0.5141319308,0.3938641152
1.075075075,0.991103837,0.9999956528,0.6768122002,0.5355453034,0.5151799278,0.3950154984
1.077077077,0.991190397,0.9999958019,0.6778681189,0.5368222523,0.5162258704,0.3961656543
1.079079079,0.9912760591,0.9999959458,0.6789206471,0.5380964517,0.5172697593,0.3973145764
1.081081081,0.9913608333,0.9999960847,0.6799697928,0.5393678994,0.5183115953,0.398462258
1.083083083,0.9914447293,0.9999962189,0.6810155642,0.5406365936,0.5193513791,0.3996086928
1.085085085,0.9915277566,0.9999963483,0.6820579694,0.5419025323,0.5203891114,0.4007538742
1.087087087,0.9916099249,0.9999964734,0.6830970165,0.5431657137,0.521424793,0.4018977959
1.089089089,0.9916912434,0.9999965941,0.6841327138,0.5444261361,0.5224584248,0.4030404516
1.091091091,0.9917717216,0.9999967106,0.6851650694,0.545683798,0.5234900077,0.4041818351
1.093093093,0.9918513686,0.9999968231,0.6861940915,0.5469386978,0.5245195425,0.4053219402
1.095095095,0.9919301935,0.9999969317,0.6872197885,0.548190834,0.5255470302,0.4064607609
1.097097097,0.9920082053,0.9999970366,0.6882421684,0.5494402053,0.5265724717,0.4075982912
1.099099099,0.9920854128,0.9999971379,0.6892612396,0.5506868104,0.5275958682,0.408734525
1.101101101,0.9921618249,0.9999972356,0.6902770103,0.5519306482,0.5286172206,0.4098694566
1.103103103,0.9922374501,0.99999733,0.6912894888,0.5531717176,0.5296365301,0.4110030801
1.105105105,0.9923122971,0.9999974212,0.6922986835,0.5544100175,0.5306537976,0.4121353898
1.107107107,0.9923863744,0.9999975092,0.6933046025,0.555645547,0.5316690245,0.41326638
1.109109109,0.9924596904,0.9999975942,0.6943072543,0.5568783053,0.5326822118,0.4143960451
1.111111111,0.9925322532,0.9999976762,0.6953066471,0.5581082915,0.5336933607,0.4155243797
1.113113113,0.9926040712,0.9999977554,0.6963027893,0.5593355051,0.5347024726,0.4166513781
1.115115115,0.9926751524,0.9999978319,0.6972956892,0.5605599453,0.5357095486,0.417777035
1.117117117,0.9927455048,0.9999979058,0.6982853553,0.5617816117,0.5367145901,0.4189013451
1.119119119,0.9928151364,0.9999979771,0.6992717958,0.5630005038,0.5377175984,0.420024303
1.121121121,0.9928840549,0.999998046,0.7002550191,0.5642166212,0.5387185749,0.4211459036
1.123123123,0.9929522681,0.9999981125,0.7012350337,0.5654299637,0.539717521,0.4222661418
1.125125125,0.9930197836,0.9999981767,0.7022118479,0.5666405309,0.540714438,0.4233850123
1.127127127,0.9930866091,0.9999982387,0.7031854702,0.5678483227,0.5417093275,0.4245025103
1.129129129,0.9931527519,0.9999982986,0.7041559088,0.5690533391,0.5427021909,0.4256186307
1.131131131,0.9932182195,0.9999983564,0.7051231723,0.5702555801,0.5436930297,0.4267333687
1.133133133,0.9932830191,0.9999984122,0.7060872691,0.5714550456,0.5446818455,0.4278467194
1.135135135,0.9933471581,0.9999984662,0.7070482075,0.5726517359,0.5456686397,0.4289586781
1.137137137,0.9934106434,0.9999985182,0.7080059961,0.5738456512,0.5466534141,0.4300692399
1.139139139,0.9934734822,0.9999985685,0.7089606432,0.5750367916,0.5476361702,0.4311784004
1.141141141,0.9935356815,0.9999986171,0.7099121573,0.5762251577,0.5486169097,0.4322861548
1.143143143,0.9935972482,0.999998664,0.7108605468,0.5774107497,0.5495956342,0.4333924986
1.145145145,0.993658189,0.9999987093,0.7118058202,0.5785935682,0.5505723454,0.4344974274
1.147147147,0.9937185107,0.999998753,0.712747986,0.5797736137,0.5515470451,0.4356009368
1.149149149,0.9937782201,0.9999987953,0.7136870525,0.5809508868,0.552519735,0.4367030224
1.151151151,0.9938373236,0.9999988361,0.7146230283,0.5821253882,0.5534904168,0.4378036798
1.153153153,0.9938958278,0.9999988755,0.7155559217,0.5832971186,0.5544590924,0.438902905
1.155155155,0.9939537392,0.9999989135,0.7164857413,0.5844660789,0.5554257635,0.4400006935
1.157157157,0.994011064,0.9999989503,0.7174124955,0.5856322699,0.5563904321,0.4410970415
1.159159159,0.9940678087,0.9999989858,0.7183361928,0.5867956926,0.5573530999,0.4421919447
1.161161161,0.9941239794,0.9999990201,0.7192568417,0.5879563479,0.5583137689,0.4432853991
1.163163163,0.9941795823,0.9999990532,0.7201744505,0.5891142369,0.5592724411,0.4443774009
1.165165165,0.9942346234,0.9999990852,0.7210890278,0.5902693608,0.5602291182,0.445467946
1.167167167,0.9942891089,0.9999991161,0.722000582,0.5914217206,0.5611838023,0.4465570307
1.169169169,0.9943430446,0.9999991459,0.7229091215,0.5925713176,0.5621364953,0.4476446512
1.171171171,0.9943964364,0.9999991747,0.7238146549,0.5937181532,0.5630871994,0.4487308036
1.173173173,0.9944492902,0.9999992026,0.7247171906,0.5948622286,0.5640359164,0.4498154844
1.175175175,0.9945016116,0.9999992294,0.7256167371,0.5960035453,0.5649826484,0.4508986899
1.177177177,0.9945534065,0.9999992554,0.7265133027,0.5971421048,0.5659273976,0.4519804165
1.179179179,0.9946046803,0.9999992805,0.727406896,0.5982779085,0.5668701659,0.4530606608
1.181181181,0.9946554388,0.9999993047,0.7282975254,0.5994109581,0.5678109555,0.4541394191
1.183183183,0.9947056872,0.9999993281,0.7291851994,0.6005412551,0.5687497685,0.4552166881
1.185185185,0.9947554312,0.9999993508,0.7300699263,0.6016688013,0.5696866071,0.4562924645
1.187187187,0.9948046761,0.9999993726,0.7309517147,0.6027935984,0.5706214734,0.4573667449
1.189189189,0.9948534271,0.9999993937,0.7318305729,0.6039156481,0.5715543696,0.458439526
1.191191191,0.9949016896,0.9999994141,0.7327065094,0.6050349524,0.572485298,0.4595108047
1.193193193,0.9949494687,0.9999994338,0.7335795326,0.6061515131,0.5734142607,0.4605805777
1.195195195,0.9949967696,0.9999994528,0.734449651,0.6072653322,0.57434126,0.461648842
1.197197197,0.9950435973,0.9999994712,0.7353168729,0.6083764117,0.5752662981,0.4627155944
1.199199199,0.9950899569,0.9999994889,0.7361812067,0.6094847535,0.5761893774,0.463780832
1.201201201,0.9951358534,0.9999995061,0.737042661,0.6105903599,0.5771105001,0.4648445519
1.203203203,0.9951812916,0.9999995226,0.7379012439,0.6116932328,0.5780296686,0.465906751
1.205205205,0.9952262764,0.9999995386,0.7387569641,0.6127933747,0.5789468851,0.4669674265
1.207207207,0.9952708127,0.9999995541,0.7396098298,0.6138907876,0.5798621521,0.4680265756
1.209209209,0.9953149051,0.999999569,0.7404598494,0.6149854739,0.5807754718,0.4690841955
1.211211211,0.9953585583,0.9999995835,0.7413070312,0.6160774358,0.5816868468,0.4701402835
1.213213213,0.9954017771,0.9999995974,0.7421513838,0.6171666758,0.5825962793,0.4711948369
1.215215215,0.9954445659,0.9999996109,0.7429929153,0.6182531964,0.5835037718,0.4722478531
1.217217217,0.9954869294,0.9999996239,0.7438316342,0.6193369998,0.5844093267,0.4732993294
1.219219219,0.9955288719,0.9999996365,0.7446675489,0.6204180888,0.5853129465,0.4743492634
